episode,film,character,line
5,The Empire Strikes Back,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!"
5,The Empire Strikes Back,THREEPIO,Wait! Wait!
5,The Empire Strikes Back,HAN,How's this?
5,The Empire Strikes Back,LEIA,Would it helped if I got out and pushed?
5,The Empire Strikes Back,HAN,It might.
5,The Empire Strikes Back,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that  you..."
5,The Empire Strikes Back,HAN,"Transport, this is Solo. Better take off -- I  can't get to you. I'll get the princess out on the Falcon."
5,The Empire Strikes Back,HAN,Don't worry. I'll leave. First I'm going to get you to your ship.
5,The Empire Strikes Back,LEIA,You got your clearance to leave.
5,The Empire Strikes Back,HAN,I heard the command center had been hit.
5,The Empire Strikes Back,WEDGE,Detach cable.
5,The Empire Strikes Back,JANSON,Cable out! Let her go!
5,The Empire Strikes Back,LEIA,What looks pretty good?
5,The Empire Strikes Back,JANSON,Cable detached.
5,The Empire Strikes Back,TRENCH OFFICER,Come on!
5,The Empire Strikes Back,WEDGE,Whooha!! That got him!
5,The Empire Strikes Back,LUKE,"I see it, Wedge. Good work."
5,The Empire Strikes Back,RIEEKAN,I don't think we can protect two transports at a time.
5,The Empire Strikes Back,LEIA,"It's risky, but we can't hold out much longer. We have no  choice."
5,The Empire Strikes Back,RIEEKAN,Launch patrols.
5,The Empire Strikes Back,LEIA,Evacuate remaining ground staff.
5,The Empire Strikes Back,HAN,"No, no! No! This one goes there, that one goes there. right?"
5,The Empire Strikes Back,THREEPIO,"Artoo, you take good care of Master Luke now, understand?  And...do take care of yourself. Oh, dear, oh, dear."
5,The Empire Strikes Back,LUKE,"Rouge Two, are you all right?"
5,The Empire Strikes Back,ZEV,"Yeah. I'm with you, Rouge Leader."
5,The Empire Strikes Back,LUKE,We'll set harpoon. I'll cover for you.
5,The Empire Strikes Back,ZEV,Coming around.
5,The Empire Strikes Back,LUKE,"Watch that cross fire, boys."
5,The Empire Strikes Back,ZEV,Set for position three.  Steady.
5,The Empire Strikes Back,LUKE,Stay tight and low.
5,The Empire Strikes Back,LUKE,"Hobbie, I've been hit!"
5,The Empire Strikes Back,HAN,You all right?
5,The Empire Strikes Back,LEIA,Why are you still here?
5,The Empire Strikes Back,THREEPIO,It can wait.
5,The Empire Strikes Back,LEIA,The bucket of bolts is never going to get us past that blockade.
5,The Empire Strikes Back,VEERS,All troops will debark for ground assault. Prepare to target  the main generator.
5,The Empire Strikes Back,HAN,Come on! Come on! Switch over. Let's hope we don't have a  burnout.
5,The Empire Strikes Back,HAN,Horizontal boosters...!
5,The Empire Strikes Back,HAN,Alluvial dampers...! Well that's not it.
5,The Empire Strikes Back,HAN,Bring me the hydrospanners!
5,The Empire Strikes Back,HAN,I don't know how we're going to get out of this one.
5,The Empire Strikes Back,HAN,Oww! Chewie!
5,The Empire Strikes Back,HAN,That was no laser blast! Something hit us.
5,The Empire Strikes Back,LEIA,"Han, get up here!"
5,The Empire Strikes Back,HAN,"Come on, Chewie!"
5,The Empire Strikes Back,LEIA,Asteroids!
5,The Empire Strikes Back,HAN,"Oh, no! Chewie, set two-seven-one."
5,The Empire Strikes Back,LEIA,What are you doing? You're not actually going into an asteroid  field?
5,The Empire Strikes Back,HAN,"They'd be crazy to follow us, wouldn't they?"
5,The Empire Strikes Back,LEIA,You don't have to do this to impress me.
5,The Empire Strikes Back,THREEPIO,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one."
5,The Empire Strikes Back,HAN,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart."
5,The Empire Strikes Back,LEIA,I take it back. We're going to get pulverized if we stay out  here much longer.
5,The Empire Strikes Back,HAN,I'm not going to argue with that.
5,The Empire Strikes Back,THREEPIO,Pulverized?
5,The Empire Strikes Back,HAN,I'm going in closer to one of the big ones.
5,The Empire Strikes Back,THREEPIO,"Oh, this is suicide!"
5,The Empire Strikes Back,HAN,"This baby's got a few surprises left in her, sweetheart."
5,The Empire Strikes Back,LEIA,Closer?
5,The Empire Strikes Back,THREEPIO,Closer?!
5,The Empire Strikes Back,HAN,We're in trouble!
5,The Empire Strikes Back,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!"
5,The Empire Strikes Back,HAN,Never tell me the odds!
5,The Empire Strikes Back,LEIA,Watch what?
5,The Empire Strikes Back,LUKE,Artoo! Get her ready for takeoff.
5,The Empire Strikes Back,HAN,I think we're in trouble.
5,The Empire Strikes Back,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it."
5,The Empire Strikes Back,WEDGE,"Good luck, Luke. See you at the rendezvous."
5,The Empire Strikes Back,LUKE,"Don't worry, Artoo. We're going, we're going."
5,The Empire Strikes Back,HAN,Punch it!
5,The Empire Strikes Back,LUKE,We're not going to regroup with the others.
5,The Empire Strikes Back,LUKE,We're going to the Dagobah system.
5,The Empire Strikes Back,LUKE,"Yes, Artoo?"
5,The Empire Strikes Back,LUKE,That's all right. I'd like to keep it  on manual control for a while.
5,The Empire Strikes Back,HAN,I saw them! I saw them!
5,The Empire Strikes Back,LUKE,"There's nothing wrong, Artoo. I'm just setting a  new course."
5,The Empire Strikes Back,LEIA,Saw what?
5,The Empire Strikes Back,HAN,See?
5,The Empire Strikes Back,LEIA,They're getting closer!
5,The Empire Strikes Back,HAN,Oh yeah? Watch this.
5,The Empire Strikes Back,THREEPIO,"But, sir!"
5,The Empire Strikes Back,IMPERIAL OFFICER,Take evasive action!
5,The Empire Strikes Back,HAN,Prepare to make the jump to light-speed.
5,The Empire Strikes Back,HAN,Shut him up or shut him down!  Check the  deflector shield!
5,The Empire Strikes Back,THREEPIO,"Sir, sir! Might I suggest..."
5,The Empire Strikes Back,HAN,"Star Destroyers, two of them, coming right at us."
5,The Empire Strikes Back,HAN,"Oh, great. Well, we can still outmaneuver them."
6,Return of the Jedi,LUKE,"Vader is here...now, on this moon."
6,Return of the Jedi,LUKE,He's my father.
6,Return of the Jedi,LEIA,"Luke, tell me. What's troubling you?"
6,Return of the Jedi,LEIA,How do you know?
6,Return of the Jedi,LUKE,"I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him."
6,Return of the Jedi,LEIA,Why?
6,Return of the Jedi,LEIA,"But, why must you confront him?"
6,Return of the Jedi,LUKE,Yes. It's you Leia.
6,Return of the Jedi,LUKE,"There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance."
6,Return of the Jedi,LEIA,"Luke, don't talk that way. You have a power I--I don't understand and could never have."
6,Return of the Jedi,LUKE,"You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it."
6,Return of the Jedi,LEIA,I know. Somehow...I've always known.
6,Return of the Jedi,LUKE,Then you know why I have to face him.
6,Return of the Jedi,LEIA,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you."
6,Return of the Jedi,LUKE,"No, you don't. You've always been strong."
6,Return of the Jedi,LEIA,Your father?
6,Return of the Jedi,LUKE,I have no memory of my mother. I never knew her.
6,Return of the Jedi,HAN,"Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back."
6,Return of the Jedi,LUKE,Tell me.
6,Return of the Jedi,THREEPIO,"Oh, oh, oh, oh! Thank goodness."
6,Return of the Jedi,LUKE,"Thanks, Threepio."
6,Return of the Jedi,LUKE,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.
6,Return of the Jedi,THREEPIO,"Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!"
6,Return of the Jedi,THREEPIO,I...I never knew I had it in me.
6,Return of the Jedi,THREEPIO,"Yes, Artoo. I was just coming to that."
6,Return of the Jedi,HAN,What's going on?
6,Return of the Jedi,LEIA,I don't know.
6,Return of the Jedi,LEIA,"She was very beautiful. Kind, but...sad.  Why are you asking me all this?"
6,Return of the Jedi,THREEPIO,Wonderful! We are now a part of the tribe.
6,Return of the Jedi,HAN,"Well, short help is better than no help at all, Chewie.  Thank you. Okay."
6,Return of the Jedi,THREEPIO,He says the scouts are going to show us the quickest way to the shield generator.
6,Return of the Jedi,HAN,"And hurry up, will ya? I haven't got all day."
6,Return of the Jedi,LUKE,"Luke, what's wrong?"
6,Return of the Jedi,LUKE,Leia... do you remember your mother? Your real mother?
6,Return of the Jedi,LEIA,Just a little bit. She died when I was very young.
6,Return of the Jedi,LUKE,What do you remember?
6,Return of the Jedi,LEIA,"Just...images, really. Feelings."
6,Return of the Jedi,HAN,Just what I always wanted.
6,Return of the Jedi,HAN,"Hey, what's goin' on?"
6,Return of the Jedi,VADER,You don't know the power of the dark side. I must obey my master.
6,Return of the Jedi,HAN,"Nothing?  Come on, tell me.  What's goin' on?"
6,Return of the Jedi,LUKE,"Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate."
6,Return of the Jedi,VADER,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now."
6,Return of the Jedi,LUKE,Then my father is truly dead.
6,Return of the Jedi,LEIA,The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.
6,Return of the Jedi,HAN,"Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this."
6,Return of the Jedi,LEIA,What's he saying?
6,Return of the Jedi,THREEPIO,He says there's a secret entrance on the other side of the ridge.
6,Return of the Jedi,LANDO,"Admiral, we're in position. All fighters accounted for."
6,Return of the Jedi,ACKBAR,Proceed with the countdown. All groups assume attack coordinates.
6,Return of the Jedi,LANDO,"Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time."
6,Return of the Jedi,ACKBAR,"All craft, prepare to jump to hyperspace on my mark."
6,Return of the Jedi,LANDO,All right. Stand by.
6,Return of the Jedi,HAN,"Back door, huh? Good idea."
6,Return of the Jedi,HAN,It's only a few guards. This shouldn't be too much trouble.
6,Return of the Jedi,THREEPIO,"... as I said they wouldn't. Wha-wha-what's happening! Oh! Oh, dear! Oh!"
6,Return of the Jedi,LEIA,"Well, it only takes one to sound the alarm."
6,Return of the Jedi,HAN,Then we'll do it real quiet-like.
6,Return of the Jedi,VADER,If that is your destiny.
6,Return of the Jedi,LUKE,I will not turn...and you'll be forced to kill me.
6,Return of the Jedi,VADER,Obi-Wan once thought as you do.
6,Return of the Jedi,LUKE,Come with me.
6,Return of the Jedi,LEIA,I...I can't tell you.
6,Return of the Jedi,HAN,Did you tell Luke? Is that who you could tell?
6,Return of the Jedi,LEIA,I...
6,Return of the Jedi,HAN,Ahhh...
6,Return of the Jedi,HAN,I'm sorry.
6,Return of the Jedi,LEIA,Hold me.
6,Return of the Jedi,COMMANDER,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area."
6,Return of the Jedi,COMMANDER,He was armed only with this.
6,Return of the Jedi,LEIA,Nothing. I - just want to be alone for a little while.
6,Return of the Jedi,VADER,"Good work, Commander. Leave us. Conduct your search and bring his companions to me."
6,Return of the Jedi,VADER,The Emperor has been expecting you.
6,Return of the Jedi,LUKE,"I know, father."
6,Return of the Jedi,VADER,"So, you have accepted the truth."
6,Return of the Jedi,LUKE,"I've accepted the truth that you were once Anakin Skywalker, my father."
6,Return of the Jedi,VADER,That name no longer has any meaning for me.
6,Return of the Jedi,LUKE,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.
6,Return of the Jedi,VADER,I see you have constructed a new lightsaber.
6,Return of the Jedi,VADER,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen."
6,Return of the Jedi,COMMANDER,"Yes, my Lord."
6,Return of the Jedi,THREEPIO,"You see, Master Luke; they didn't believe me. Just..."
6,Return of the Jedi,VADER,A small Rebel force has penetrated the shield and landed on Endor.
6,Return of the Jedi,THREEPIO,"But Master Luke, what magic? couldn't possibly --"
6,Return of the Jedi,LEIA,I promise I won't hurt you. Now come here.
6,Return of the Jedi,LEIA,All right. You want something to eat?
6,Return of the Jedi,LEIA,That's right. Come on. Hmmm?
6,Return of the Jedi,LEIA,"Look, it's a hat. It's not gonna hurt you. Look. You're a jittery little thing, aren't you?"
6,Return of the Jedi,LEIA,What is it?
6,Return of the Jedi,SCOUT #L,"Freeze!  Come on, get up!"
6,Return of the Jedi,SCOUT #1,Go get your ride and take her back to base.
6,Return of the Jedi,SCOUT #2,"Yes, sir."
6,Return of the Jedi,LEIA,"Come on, let's get outta here."
6,Return of the Jedi,GUARD,Halt! The Emperor does not wish to be disturbed at the moment.
6,Return of the Jedi,VADER,"The Emperor will see me, now!"
6,Return of the Jedi,GUARD,"The Emperor will see you, now."
6,Return of the Jedi,EMPEROR,I told you to remain on the command ship.
6,Return of the Jedi,EMPEROR,"Yes, I know."
6,Return of the Jedi,VADER,My son is with them.
6,Return of the Jedi,EMPEROR,Are you sure?
6,Return of the Jedi,VADER,"I have felt him, my Master."
6,Return of the Jedi,LEIA,"Well, maybe you can help me. Come on, sit down."
6,Return of the Jedi,EMPEROR,"Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader."
6,Return of the Jedi,LEIA,"Well, looks like I'm stuck here. Trouble is, I don't know where here is."
